game_id,week,home_team_id,home_conference_id,away_team_id,away_conference_id,Conference
1,1,1,8,87,2,FALSE
1,1,2,7,108,11,FALSE
1,1,3,10,74,2,FALSE
1,1,4,11,43,4,FALSE
1,1,5,9,47,7,FALSE
1,1,6,9,48,10,FALSE
1,1,7,10,119,5,FALSE
1,1,8,11,49,6,FALSE
1,1,9,6,31,10,FALSE
1,1,10,10,93,1,FALSE
1,1,11,7,68,2,FALSE
1,1,12,3,77,6,FALSE
1,1,13,8,120,10,FALSE
1,1,14,2,69,4,FALSE
1,1,15,7,40,1,FALSE
1,1,16,7,71,8,FALSE
1,1,17,6,18,9,FALSE
1,1,19,7,99,2,FALSE
1,1,20,5,56,4,FALSE
1,1,21,1,22,2,FALSE
1,1,23,11,24,9,FALSE
1,1,25,8,50,5,FALSE
1,1,26,1,27,2,FALSE
1,1,28,1,55,5,FALSE
1,1,29,7,100,3,FALSE
1,1,30,5,33,2,FALSE
1,1,32,5,124,9,FALSE
1,1,34,8,118,5,FALSE
1,1,35,10,101,1,FALSE
1,1,36,11,97,5,FALSE
1,1,37,11,128,7,FALSE
1,1,38,2,84,9,FALSE
1,1,39,8,102,10,FALSE
1,1,41,4,130,8,FALSE
1,1,42,4,121,2,FALSE
1,1,44,3,51,11,FALSE
1,1,45,3,122,2,FALSE
1,1,46,3,76,4,FALSE
1,1,52,11,53,2,FALSE
1,1,54,10,57,6,FALSE
1,1,58,1,127,5,FALSE
1,1,59,2,73,7,FALSE
1,1,60,7,104,10,FALSE
1,1,61,4,123,2,FALSE
1,1,62,4,63,5,FALSE
1,1,64,4,65,10,FALSE
1,1,66,10,129,4,FALSE
1,1,67,1,114,8,FALSE
1,1,70,8,72,6,FALSE
1,1,75,5,78,7,FALSE
1,1,79,4,85,9,FALSE
1,1,80,3,82,5,FALSE
1,1,81,3,96,1,FALSE
1,1,83,10,112,1,FALSE
1,1,86,4,89,5,FALSE
1,1,88,4,91,8,FALSE
1,1,90,4,106,3,FALSE
1,1,92,8,94,11,FALSE
1,1,95,10,98,9,FALSE
1,1,103,3,105,11,FALSE
1,1,107,7,109,1,FALSE
1,1,110,1,113,9,FALSE
1,1,111,5,115,9,FALSE
1,1,116,9,117,8,FALSE
1,1,125,9,126,3,FALSE
1,2,1,8,22,2,FALSE
1,2,2,7,75,5,FALSE
1,2,3,10,11,7,FALSE
1,2,4,11,110,1,FALSE
1,2,5,9,112,1,FALSE
1,2,6,9,49,6,FALSE
1,2,7,10,126,3,FALSE
1,2,8,11,13,8,FALSE
1,2,9,6,67,1,FALSE
1,2,10,10,123,2,FALSE
1,2,12,3,82,5,FALSE
1,2,14,2,16,7,FALSE
1,2,15,7,53,2,FALSE
1,2,17,6,103,3,FALSE
1,2,18,9,99,2,FALSE
1,2,19,7,61,4,FALSE
1,2,20,5,83,10,FALSE
1,2,21,1,41,4,FALSE
1,2,23,11,57,6,FALSE
1,2,24,9,25,8,FALSE
1,2,26,1,97,5,FALSE
1,2,27,2,127,5,FALSE
1,2,28,1,29,7,FALSE
1,2,30,5,65,10,FALSE
1,2,31,10,50,5,FALSE
1,2,32,5,39,8,FALSE
1,2,33,2,34,8,FALSE
1,2,35,10,68,2,FALSE
1,2,36,11,38,2,FALSE
1,2,37,11,124,9,FALSE
1,2,40,1,125,9,FALSE
1,2,42,4,84,9,FALSE
1,2,43,4,120,10,FALSE
1,2,44,3,59,2,FALSE
1,2,45,3,101,1,FALSE
1,2,46,3,93,1,FALSE
1,2,47,7,48,10,FALSE
1,2,51,11,69,4,FALSE
1,2,52,11,104,10,FALSE
1,2,54,10,55,5,FALSE
1,2,56,4,63,5,FALSE
1,2,58,1,60,7,FALSE
1,2,62,4,66,10,FALSE
1,2,64,4,70,8,FALSE
1,2,71,8,111,5,FALSE
1,2,72,6,73,7,FALSE
1,2,74,2,113,9,FALSE
1,2,76,4,77,6,FALSE
1,2,78,7,79,4,FALSE
1,2,80,3,85,9,FALSE
1,2,81,3,86,4,FALSE
1,2,87,2,88,4,FALSE
1,2,89,5,114,8,FALSE
1,2,90,4,118,5,FALSE
1,2,91,8,94,11,FALSE
1,2,92,8,95,10,FALSE
1,2,96,1,98,9,FALSE
1,2,100,3,102,10,FALSE
1,2,105,11,106,3,FALSE
1,2,107,7,108,11,FALSE
1,2,109,1,115,9,FALSE
1,2,116,9,119,5,FALSE
1,2,117,8,121,2,FALSE
1,2,122,2,128,7,FALSE
1,2,129,4,130,8,FALSE
1,3,1,8,68,2,FALSE
1,3,2,7,105,11,FALSE
1,3,3,10,84,9,FALSE
1,3,4,11,100,3,FALSE
1,3,5,9,23,11,FALSE
1,3,6,9,13,8,FALSE
1,3,7,10,55,5,FALSE
1,3,8,11,78,7,FALSE
1,3,9,6,109,1,FALSE
1,3,10,10,46,3,FALSE
1,3,11,7,14,2,FALSE
1,3,12,3,38,2,FALSE
1,3,15,7,87,2,FALSE
