game_id,week,home_team_id,home_conference_id,away_team_id,away_conference_id,Conference
1,1,1,8,26,1,FALSE
1,1,2,7,61,4,FALSE
1,1,3,10,103,3,FALSE
1,1,4,11,27,2,FALSE
1,1,5,9,117,8,FALSE
1,1,6,9,112,1,FALSE
1,1,7,10,59,2,FALSE
1,1,8,11,56,4,FALSE
1,1,9,6,66,10,FALSE
1,1,10,10,113,9,FALSE
1,1,11,7,33,2,FALSE
1,1,12,3,13,8,FALSE
1,1,14,2,119,5,FALSE
1,1,15,7,127,5,FALSE
1,1,16,7,17,6,FALSE
1,1,18,9,48,10,FALSE
1,1,19,7,40,1,FALSE
1,1,20,5,37,11,FALSE
1,1,21,1,54,10,FALSE
1,1,22,2,57,6,FALSE
1,1,23,11,24,9,FALSE
1,1,25,8,55,5,FALSE
1,1,28,1,114,8,FALSE
1,1,29,7,97,5,FALSE
1,1,30,5,88,4,FALSE
1,1,31,10,34,8,FALSE
1,1,32,5,62,4,FALSE
1,1,35,10,64,4,FALSE
1,1,36,11,38,2,FALSE
1,1,39,8,41,4,FALSE
1,1,42,4,44,3,FALSE
1,1,43,4,115,9,FALSE
1,1,45,3,68,2,FALSE
1,1,46,3,47,7,FALSE
1,1,49,6,108,11,FALSE
1,1,50,5,60,7,FALSE
1,1,51,11,53,2,FALSE
1,1,52,11,63,5,FALSE
1,1,58,1,65,10,FALSE
1,1,67,1,118,5,FALSE
1,1,69,4,70,8,FALSE
1,1,71,8,87,2,FALSE
1,1,72,6,85,9,FALSE
1,1,73,7,74,2,FALSE
1,1,75,5,126,3,FALSE
1,1,76,4,77,6,FALSE
1,1,78,7,100,3,FALSE
1,1,79,4,120,10,FALSE
1,1,80,3,111,5,FALSE
1,1,81,3,82,5,FALSE
1,1,83,10,84,9,FALSE
1,1,86,4,101,1,FALSE
1,1,89,5,90,4,FALSE
1,1,91,8,93,1,FALSE
1,1,92,8,94,11,FALSE
1,1,95,10,96,1,FALSE
1,1,98,9,107,7,FALSE
1,1,99,2,109,1,FALSE
1,1,102,10,105,11,FALSE
1,1,104,10,124,9,FALSE
1,1,106,3,110,1,FALSE
1,1,116,9,121,2,FALSE
1,1,122,2,125,9,FALSE
1,1,123,2,128,7,FALSE
1,1,129,4,130,8,FALSE
1,2,1,8,119,5,FALSE
1,2,2,7,56,4,FALSE
1,2,3,10,128,7,FALSE
